siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,nombrePeriodesEtablissement,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,indiceRepetitionDernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,dateDebut,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,activitePrincipaleNAF25Etablissement
005550058,00027,00555005800027,O,1981-01-01,NN,,,2024-03-22T15:40:57,false,3,LA PIOLINE,155,,,,ALL,DES PLATANES LES MILLES,13080,AIX-EN-PROVENCE,,,13001,,,,,,,,,,,,,,,,,,,,,,2003-01-01,F,,,,,45.2C,NAF1993,N,
005550066,00012,00555006600012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,QUAI,DU GAND,04200,SISTERON,,,04209,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
005550082,00027,00555008200027,O,1984-01-01,NN,,,2024-03-22T15:40:57,true,4,,,,,,,ZONE ARTISANALE,04120,CASTELLANE,,,04039,,,,,,,,,,,,,,,,,,,,,,2004-04-01,F,,,,,45.2P,NAFRev1,O,
005550082,00035,00555008200035,O,2003-05-01,NN,,,2024-03-22T15:40:57,false,3,,519,,,,AV,ALLENDE SALVADOR,83300,DRAGUIGNAN,,,83050,,,,,,,,,,,,,,,,,,,,,,2004-04-01,F,,,,,45.2P,NAFRev1,O,
005550108,00012,00555010800012,O,1955-01-01,NN,,4932ZA,2024-03-22T15:40:57,true,5,SEYNE-LES-ALPES,,,,,PL,ARMES,04140,SEYNE,,,04205,,,,,,,,,,,,,,,,,,,,,,2017-12-31,F,,,,,49.32Z,NAFRev2,O,
005550116,00023,00555011600023,O,1983-07-01,NN,,,2024-03-22T15:40:57,true,4,,,,,,,Z I D UVERNET FOURS,04400,UVERNET-FOURS,,,04226,,,,,,,,,,,,,,,,,,,,,,2006-07-01,F,,,,,45.1A,NAFRev1,O,
005550124,00019,00555012400019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RTE,NATIONALE 96,04160,CHATEAU-ARNOUX-SAINT-AUBAN,,,04049,,,,,,,,,,,,,,,,,,,,,,,F,,,,,65.03,NAP,N,
005550157,00019,00555015700019,O,1900-01-01,NN,,,2024-03-22T15:40:57,true,4,,,,,,PL,TAMPINET,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,,,,2011-03-31,F,,,,,22.11Z,NAFRev2,N,
005550207,00012,00555020700012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,QU DE LA GARE GAUBERT,04000,DIGNE-LES-BAINS,,,04070,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
005550231,00012,00555023100012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04700,ORAISON,,,04143,,,,,,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,
005550256,00019,00555025600019,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,,04210,VALENSOLE,,,04230,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.97,NAP,N,
005570122,00019,00557012200019,O,,NN,,,2024-03-30T03:50:06,true,1,,85,,,,AVENUE,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551380_B,292754.8716772857,6701053.24332338,,,,,,,,,,,,,,,1988-12-31,F,,,,,87.03,NAP,N,
005570296,00011,00557029600011,O,,NN,,,2024-03-29T23:14:36,true,1,,26,,,,RUE,PIERRE VERGNIAUD,44600,SAINT-NAZAIRE,,,44184,,,,,441844950_B,307640.14140310785,6700821.349136546,,,,,,,,,,,,,,,1990-06-30,F,,,,,81.21,NAP,N,
005570338,00011,00557033800011,O,,NN,,,2024-03-30T17:10:11,true,1,,,,,,RUE,DE REDON,44130,BLAIN,,,44015,,,,,440150660_B,340691.14030641393,6719515.444724521,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.72,NAP,N,
005570361,00013,00557036100013,O,,NN,,,2024-03-30T09:03:48,true,1,,13,,,,AVENUE,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,441840060_B,306661.70010560466,6699371.352124807,,,,,,,,,,,,,,,1992-11-25,F,,,,,70.2C,NAF1993,N,
005570387,00018,00557038700018,O,,NN,,,2024-03-30T10:51:10,true,1,,,,,,RUE,D'ANJOU,44600,SAINT-NAZAIRE,,,44184,,,,,441840220_B,306459.61632409453,6699493.574409016,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N,
005570445,00014,00557044500014,O,,NN,,,2024-03-29T22:38:39,true,1,,5,,,,AVENUE,ROMANO,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440553230_B,291709.28519452387,6701321.0295160385,,,,,,,,,,,,,,,1989-12-31,F,,,,,58.04,NAP,N,
005570452,00010,00557045200010,O,,NN,,,2024-03-30T14:44:02,true,1,,,,,,RUE,DU PORT,44600,SAINT-NAZAIRE,,,44184,,,,,441845060_B,306947.9546867217,6698672.612294294,,,,,,,,,,,,,,,1984-12-25,F,,,,,79.06,NAP,N,
005570569,00011,00557056900011,O,1988-04-01,NN,,,2024-03-30T11:52:12,true,4,BESLE,37,,,,RUE,DU GENERAL DE GAULLE,44290,GUEMENE-PENFAO,,,44067,,,,,44067vc4n_B,335126.6840804709,6744159.601051209,,,,,,,,,,,,,,,1995-12-25,F,,,,,70.2C,NAF1993,N,
005570593,00011,00557059300011,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44750,CAMPBON,,,44025,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.05,NAP,N,
005570601,00012,00557060100012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LE DRESNY,44630,PLESSE,,,44128,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N,
005570650,00027,00557065000027,O,,NN,,,2024-03-30T16:12:20,true,1,,31,,,,BOULEVARD,LEON GAMBETTA,44600,SAINT-NAZAIRE,,,44184,,,,,441843760_B,305872.19018964,6699381.573415982,,,,,,,,,,,,,,,,F,,,,,79.06,NAP,N,
005570718,00014,00557071800014,O,,NN,,,2024-03-30T17:22:10,true,1,,,,,,AVENUE,MARECHAL JOFFRE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440552320_B,293106.86586986267,6701089.860357543,,,,,,,,,,,,,,,1984-12-25,F,,,,,00.10,NAP,N,
005570783,00018,00557078300018,O,,NN,,,2024-03-30T15:42:51,true,1,,142,,,,AVENUE,DE MAZY,44380,PORNICHET,,,44132,,,,,441320850_B,296279.2945378058,6699124.179071093,,,,,,,,,,,,,,,1991-12-31,F,,,,,87.06,NAP,N,
005570882,00026,00557088200026,O,,NN,,,2024-03-30T18:13:04,true,1,,13,,,,RUE,DE LA GARE,44740,BATZ-SUR-MER,,,44010,,,,,440100760_B,286123.388367505,6701010.761953094,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.73,NAP,N,
005570916,00022,00557091600022,O,,NN,,,2024-03-30T01:43:48,true,1,,,,,,AVENUE,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,441840060_B,306358.6137320502,6699458.94805823,,,,,,,,,,,,,,,1984-12-25,F,,,,,86.04,NAP,N,
005570957,00018,00557095700018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44750,CAMPBON,,,44025,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N,
005571104,00016,00557110400016,O,,NN,,,2024-03-30T06:50:12,true,1,,,,,,,LA MADELEINE,44350,GUERANDE,,,44069,,,,,44069B939_C,,,,,,,,,,,,,,,,,,F,,,,,00.10,NAP,N,
005571187,00011,00557118700011,O,,NN,,,2024-03-30T04:08:52,true,1,,1,,,,RUE,DU PORT,44420,LA TURBALLE,,,44211,,,,,442110830_B,284280.53961143363,6708649.33247469,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N,
005571195,00022,00557119500022,O,,NN,,,2024-04-25T09:29:51,true,1,,,,,,RUE,DE LA POSTE,44290,GUEMENE-PENFAO,,,44067,,,,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.11,NAP,N,
005571344,00018,00557134400018,O,,NN,,,2024-03-30T16:50:47,true,1,,,,,,CITE,DE LA CHABOSSIERE,44220,COUERON,,,44047,,,,,44047A060_C,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,00.10,NAP,N,
005571385,00011,00557138500011,O,,NN,,,2024-03-30T11:32:27,true,1,,,,,,AVENUE,DES IBIS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551760_B,292486.80545280117,6701131.595625649,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.11,NAP,N,
005571435,00014,00557143500014,O,,NN,,,2024-03-30T07:30:38,true,1,,,,,,RUE,RENE LAENNEC,44480,DONGES,,,44052,,,,,440520600_B,316936.36602620676,6703291.867502458,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N,
005571450,00013,00557145000013,O,,NN,,,2024-03-30T15:41:52,true,1,,27,,,,RTE,DE NOZAY,44130,BLAIN,,,44015,,,,,440150480_C,,,,,,,,,,,,,,,,,1996-11-18,F,,,,,49.05,NAP,N,
005571534,00014,00557153400014,O,,NN,,,2024-03-30T03:52:14,true,1,,,,,,PLACE,SIMON,44290,GUEMENE-PENFAO,,,44067,,,,,440670420_B,337270.7005428386,6736425.24287899,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N,
005571559,00011,00557155900011,O,,NN,,,2024-03-30T10:40:40,true,1,,175,,,,RUE,DE PORNICHET,44600,SAINT-NAZAIRE,,,44184,,,,,441845040_B,304991.829616405,6697987.446705437,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,
005571591,00014,00557159100014,O,,NN,,,2024-03-30T05:41:45,true,1,,,,,,RUE,AUGUSTE BAPTISTE LECHAT,44600,SAINT-NAZAIRE,,,44184,,,,,441840376_B,305805.5742051295,6699610.187436318,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.41,NAP,N,
005571641,00017,00557164100017,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LA FOLAINE,44360,CORDEMAIS,,,44045,,,,,,,,,,,,,,,,,,,,,,,F,,,,,55.72,NAP,N,
005571674,00018,00557167400018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44290,PIERRIC,,,44123,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,21.01,NAP,N,
005571682,00011,00557168200011,O,,NN,,,2024-03-30T13:14:07,true,1,,24,,,,RUE,DE NANTES,44260,SAVENAY,,,44195,,,,,441951060_B,327216.184074612,6707277.693880313,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,
005571708,00014,00557170800014,O,,NN,,,2024-03-30T18:41:18,true,1,,2,,,,RUE,SAINT-MICHEL,44350,GUERANDE,,,44069,,,,,440692180_B,290294.13290909515,6706021.338155896,,,,,,,,,,,,,,,1997-03-31,F,,,,,52.2C,NAF1993,O,
005571716,00017,00557171600017,O,1955-01-01,NN,,,2024-03-30T17:19:25,true,3,,,,,,PLACE,SIMON,44290,GUEMENE-PENFAO,,,44067,,,,,440670420_B,337270.7005428386,6736425.24287899,,,,,,,,,,,,,,,2003-01-05,F,,,,,55.4B,NAFRev1,N,
005571781,00011,00557178100011,O,,NN,,,2024-03-30T14:54:48,true,1,,98,,,,AVENUE,DE LA REPUBLIQUE,44600,SAINT-NAZAIRE,,,44184,,,,,441845330_B,306373.13017244166,6699896.378464397,,,,,,,,,,,,,,,,F,,,,,64.24,NAP,N,
005571799,00013,00557179900013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44360,VIGNEUX-DE-BRETAGNE,,,44217,,,,,,,,,,,,,,,,,,,,,,1989-06-30,F,,,,,52.6D,NAF1993,N,
005571807,00014,00557180700014,O,,NN,,,2024-03-30T17:44:54,true,1,,1,,,,AVENUE,VICE AMIRAL HALGAN,44480,DONGES,,,44052,,,,,440520740_B,316868.4122105167,6703104.004868618,,,,,,,,,,,,,,,1988-09-30,F,,,,,67.08,NAP,N,
005571823,00011,00557182300011,O,,NN,,,2024-03-30T16:23:31,true,1,,,,,,RUE,DE LA FORET,44130,BLAIN,,,44015,,,,,440150300_B,341322.00025116064,6719841.554599084,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.22,NAP,N,
005571831,00014,00557183100014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44160,SAINTE-ANNE-SUR-BRIVET,,,44152,,,,,,,,,,,,,,,,,,,,,,,F,,,,,62.11,NAP,N,
005571880,00011,00557188000011,O,,NN,,,2024-03-30T18:24:22,true,1,,10,,,,RUE,GENERAL LECLERC,44510,LE POULIGUEN,,,44135,,,,,441350530_B,289926.73390791286,6700559.570178292,,,,,,,,,,,,,,,1989-02-01,F,,,,,81.21,NAP,N,
005571930,00014,00557193000014,O,,NN,,,2024-03-30T05:55:22,true,1,,2,,,,PL,SAINTE ANNE,44350,GUERANDE,,,44069,,,,,440692320_C,,,,,,,,,,,,,,,,,,F,,,,,81.21,NAP,N,
005571955,00011,00557195500011,O,,NN,,,2024-03-30T11:32:24,true,1,,6,,,,RUE,DE VERDUN,44160,PONTCHATEAU,,,44129,,,,,441290600_B,316668.3330462028,6716245.689714879,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,
005571971,00018,00557197100018,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,BESLON,44350,GUERANDE,,,44069,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.42,NAP,N,
005572029,00014,00557202900014,O,,NN,,,2024-03-30T12:15:14,true,1,,11,,,,RUE,DE BARDOUX,44130,BOUVRON,,,44023,,,,,440230013_B,334430.368411431,6713246.15961312,,,,,,,,,,,,,,,1990-03-31,F,,,,,64.42,NAP,N,
005572037,00017,00557203700017,O,,NN,,,2024-03-30T15:28:51,true,1,,,,,,RUE,JULES VERNE,44600,SAINT-NAZAIRE,,,44184,,,,,441843600_B,307873.64697274053,6701338.86572163,,,,,,,,,,,,,,,1984-12-25,F,,,,,38.40,NAP,N,
005572086,00014,00557208600014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,CRX LOURMEL,44460,FEGREAC,,,44057,,,,,,,,,,,,,,,,,,,,,,1990-04-02,F,,,,,22.02,NAP,N,
005572102,00019,00557210200019,O,,NN,,,2024-03-30T06:43:58,true,1,,4,,,,QUAI,HERVE RIELLE,44490,LE CROISIC,,,44049,,,,,440492lj6_B,284014.36217875854,6702514.7688327655,,,,,,,,,,,,,,,1988-04-30,F,,,,,67.04,NAP,N,
005572110,00012,00557211000012,O,,NN,,,2024-03-30T03:32:24,true,1,,15,,,,AVENUE,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551380_B,292709.0033908357,6700785.823633387,,,,,,,,,,,,,,,1989-02-22,F,,,,,87.06,NAP,N,
005572185,00014,00557218500014,O,,NN,,,2024-03-30T04:27:16,true,1,,,,,,BOULEVARD,DE LA LIBERATION,44220,COUERON,,,44047,,,,,440471356_B,345203.726258696,6689843.243382644,,,,,,,,,,,,,,,1985-12-25,F,,,,,69.23,NAP,N,
005572193,00018,00557219300018,O,,NN,,,2024-03-30T03:42:23,true,1,,,,,,RUE,DU CHATEAU,44130,BLAIN,,,44015,,,,,440150100_B,341331.478952896,6719081.853362551,,,,,,,,,,,,,,,1985-12-25,F,,,,,62.11,NAP,N,
005572235,00017,00557223500017,O,,NN,,,2024-03-30T01:35:19,true,1,,2,,,,RUE,DES CORDIERS,44490,LE CROISIC,,,44049,,,,,44049hd96_B,283750.13539746933,6702740.4650055,,,,,,,,,,,,,,,1984-12-25,F,,,,,66.01,NAP,N,
005572268,00018,00557226800018,O,,NN,,,2024-03-30T03:23:27,true,1,,,,,,RUE,MARCEL SEMBAT,44600,SAINT-NAZAIRE,,,44184,,,,,441844010_B,305077.69663772854,6697656.021217762,,,,,,,,,,,,,,,1984-12-25,F,,,,,15.09,NAP,N,
005572326,00014,00557232600014,O,,NN,,,2024-03-30T14:14:03,true,1,,19,,,,RUE,JOLIOT-CURIE,44720,SAINT-JOACHIM,,,44168,,,,,441680190_B,307968.4144730396,6710758.780841421,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,
005572466,00026,00557246600026,P,1989-01-01,NN,,,2024-03-30T00:11:51,true,1,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE CROISIC,,[ND],44049,[ND],[ND],,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],,,[ND],,[ND],[ND],,,1999-12-31,F,[ND],[ND],[ND],[ND],70.2A,NAF1993,N,
005572490,00018,00557249000018,O,,NN,,,2024-03-30T09:10:08,true,1,,107,,,,ROUTE,DE VANNES,44160,PONTCHATEAU,,,44129,,,,,441290590_B,315427.1795861249,6716952.327464075,,,,,,,,,,,,,,,1989-07-05,F,,,,,81.21,NAP,N,
005572508,00017,00557250800017,P,1955-01-01,NN,,,2024-03-30T16:28:24,false,3,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE POULIGUEN,,[ND],44135,[ND],[ND],,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],,,[ND],,[ND],[ND],,,2005-09-30,F,[ND],[ND],[ND],[ND],70.2C,NAFRev1,N,
005572508,00025,00557250800025,P,1989-01-01,NN,,,2025-12-05T15:44:34,true,3,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],LE POULIGUEN,,[ND],44135,[ND],[ND],,,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],,,[ND],,[ND],[ND],,,2008-01-01,A,[ND],[ND],[ND],[ND],68.20A,NAFRev2,N,68.20G
005572607,00025,00557260700025,O,,NN,,,2024-03-29T23:59:09,true,1,,17,,,,RUE,JOLIOT-CURIE,44720,SAINT-JOACHIM,,,44168,,,,,441680190_B,307972.3805572831,6710747.831945093,,,,,,,,,,,,,,,,F,,,,,38.40,NAP,N,
005572615,00010,00557261500010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LA GUESNE,44480,DONGES,,,44052,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,62.43,NAP,N,
005572680,00014,00557268000014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,AV,DES TILLEULS,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N,
005572706,00017,00557270600017,O,,NN,,,2024-03-30T18:20:14,true,1,,57,,,,AVENUE,ALBERT DE MUN,44600,SAINT-NAZAIRE,,,44184,,,,,441840060_B,306219.3659021438,6699481.84529756,,,,,,,,,,,,,,,,F,,,,,64.11,NAP,N,
005572714,00011,00557271400011,O,,NN,,,2024-03-30T17:01:20,true,1,,8,,,,BOULEVARD,DE MER,44740,BATZ-SUR-MER,,,44010,,,,,440101220_B,285591.4319244057,6700427.990359817,,,,,,,,,,,,,,,1992-06-30,F,,,,,70.2C,NAF1993,N,
005572789,00013,00557278900013,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LA MEULE,44290,MASSERAC,,,44092,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.46,NAP,N,
005572920,00014,00557292000014,O,,NN,,,2024-03-29T22:56:59,true,1,,,,,,AVENUE,HENRI,44380,PORNICHET,,,44132,,,,,441320640_B,297024.8282812743,6697397.678547894,,,,,,,,,,,,,,,1985-12-25,F,,,,,67.04,NAP,N,
005573035,00010,00557303500010,O,,NN,,,2024-03-30T15:40:06,true,1,,,,,,,LE GUESNY,44350,GUERANDE,,,44069,,,,,44069B525_C,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.40,NAP,N,
005573100,00012,00557310000012,O,,NN,,,2024-03-30T06:51:53,true,1,,,,,,,ST ROCH,44160,PONTCHATEAU,,,44129,,,,,44129B382_C,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N,
005573183,00018,00557318300018,O,,NN,,,2024-03-30T04:10:37,true,1,,4,,,,QUAI,DE VERDUN,44420,PIRIAC-SUR-MER,,,44125,,,,,441250630_B,282012.4268748679,6712510.217995432,,,,,,,,,,,,,,,1988-12-31,F,,,,,64.23,NAP,N,
005573373,00015,00557337300015,O,,NN,,,2024-03-30T00:58:43,true,1,,23,,,,BOULEVARD,DE LA RENAISSANCE,44600,SAINT-NAZAIRE,,,44184,,,,,441845260_B,306199.34908435104,6699988.019370601,,,,,,,,,,,,,,,1993-09-30,F,,,,,74.1C,NAF1993,N,
005573415,00014,00557341500014,O,,NN,,,2024-03-22T15:40:57,true,1,,1,,,,RUE,DU RUA,44410,LA CHAPELLE-DES-MARAIS,,,44030,,,,,,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,87.03,NAP,N,
005573522,00017,00557352200017,O,,NN,,,2024-03-30T08:21:05,true,1,,10,,,,PLACE,JEAN GUIHARD,44130,BLAIN,,,44015,,,,,440150360_B,341366.7298572737,6719199.474577646,,,,,,,,,,,,,,,1992-06-30,F,,,,,52.4C,NAF1993,N,
005573720,00017,00557372000017,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,POMPAS,44410,HERBIGNAC,,,44072,,,,,,,,,,,,,,,,,,,,,,1989-03-30,F,,,,,67.05,NAP,N,
005573761,00011,00557376100011,O,,NN,,,2024-03-30T00:40:36,true,1,,,,,,AVENUE,DU GENERAL DE GAULLE,44380,PORNICHET,,,44132,,,,,441320550_B,296497.2002306669,6698610.0782103855,,,,,,,,,,,,,,,1984-12-25,F,,,,,67.04,NAP,N,
005573779,00013,00557377900013,O,,NN,,,2024-03-30T00:19:52,true,1,,,,,,BOULEVARD,DE LA LIBERATION,44220,COUERON,,,44047,,,,,440471356_B,345203.726258696,6689843.243382644,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.42,NAP,N,
005573811,00014,00557381100014,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,ST SEBASTIEN,44380,PORNICHET,,,44132,,,,,,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.11,NAP,N,
005573878,00013,00557387800013,O,,NN,,,2024-03-29T23:19:11,true,1,,,,,,RUE,SAINT-MICHEL,44350,GUERANDE,,,44069,,,,,440692180_B,290360.3057735758,6705993.955787389,,,,,,,,,,,,,,,1984-12-25,F,,,,,81.21,NAP,N,
005573969,00010,00557396900010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LA STATION,44530,SEVERAC,,,44196,,,,,,,,,,,,,,,,,,,,,,1990-09-17,F,,,,,62.11,NAP,N,
005574017,00017,00557401700017,O,,NN,,,2024-03-30T11:04:35,true,1,,1,,,,RUE,CHARLES BRUNELIERE,44570,TRIGNAC,,,44210,,,,,442100120_B,308403.5408671906,6703585.645778106,,,,,,,,,,,,,,,1988-01-04,F,,,,,64.30,NAP,N,
005574025,00010,00557402500010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,,BOURG,44460,FEGREAC,,,44057,,,,,,,,,,,,,,,,,,,,,,,F,,,,,62.43,NAP,N,
005574058,00029,00557405800029,O,,NN,,,2024-03-30T19:05:21,true,1,,,,,,,LA VILLE HEULIN,44600,SAINT-NAZAIRE,,,44184,,,,,44184B437_C,,,,,,,,,,,,,,,,,1984-12-25,F,,,,,55.60,NAP,N,
005574132,00014,00557413200014,O,1955-01-01,NN,,,2024-03-30T12:55:08,true,1,,26,,,,AVENUE,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551380_B,292740.8810076184,6700873.049574501,,,,,,,,,,,,,,,2000-12-31,F,,,,,70.3A,NAF1993,N,
005574173,00018,00557417300018,O,,NN,,,2024-03-30T04:53:55,true,1,,,,,,RUE,DE LA PAIX ET DES ARTS,44600,SAINT-NAZAIRE,,,44184,,,,,441844540_B,306186.73098779056,6699302.2124787625,,,,,,,,,,,,,,,1984-12-25,F,,,,,66.03,NAP,N,
005574249,00024,00557424900024,O,,NN,,,2024-03-30T12:46:32,true,1,,,,,,PLACE,DE LA GARE,44480,DONGES,,,44052,,,,,440520320_B,316954.7154025397,6703082.978237141,,,,,,,,,,,,,,,1984-12-25,F,,,,,64.49,NAP,N,
005574389,00010,00557438900010,O,,NN,,,2024-03-30T10:59:18,true,1,,,,,,AVENUE,DU GENERAL DE GAULLE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440551380_B,292754.47402242455,6701015.3034819905,,,,,,,,,,,,,,,1984-12-25,F,,,,,86.04,NAP,N,
005574405,00014,00557440500014,O,,NN,,,2024-03-30T07:38:08,true,1,,,,,,AVENUE,LOUIS LAJARRIGE,44500,LA BAULE-ESCOUBLAC,,,44055,,,,,440552180_B,294476.43173015595,6700504.20608254,,,,,,,,,,,,,,,1985-12-25,F,,,,,55.73,NAP,N,
005574454,00012,00557445400012,O,,NN,,,2024-03-30T15:42:17,true,1,,,,,,,LES COTTAGES,44160,PONTCHATEAU,,,44129,,,,,44129B133_C,,,,,,,,,,,,,,,,,1985-12-25,F,,,,,64.11,NAP,N,
005574488,00010,00557448800010,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,RUE,PRINCIPALE,44130,LE GAVRE,,,44062,,,,,,,,,,,,,,,,,,,,,,1989-12-15,F,,,,,67.08,NAP,N,
005574546,00015,00557454600015,O,,NN,,,2024-03-30T10:00:44,true,1,,,,,,RUE,DE TOUTES AIDES,44600,SAINT-NAZAIRE,,,44184,,,,,441845670_B,305805.9959748834,6699923.313024612,,,,,,,,,,,,,,,1984-12-25,F,,,,,87.03,NAP,N,
005574678,00016,00557467800016,O,,NN,,,2024-03-30T17:09:05,true,1,,10,,,,RUE,MAURICE SAMBRON,44160,PONTCHATEAU,,,44129,,,,,441290330_B,316576.09043756616,6716381.108228267,,,,,,,,,,,,,,,1989-06-30,F,,,,,64.23,NAP,N,
005574736,00012,00557473600012,O,,NN,,,2024-03-22T15:40:57,true,1,,,,,,LD,LE POTEAU VERT,44460,SAINT-NICOLAS-DE-REDON,,,44185,,,,,,,,,,,,,,,,,,,,,,1988-03-31,F,,,,,67.01,NAP,N,
005574793,00013,00557479300013,O,1955-01-01,NN,,,2024-03-29T23:10:36,true,1,,6,,,,RUE,DE LA VILLE HALLUARD,44600,SAINT-NAZAIRE,,,44184,,,,,441845950_B,306948.7815492069,6700105.273389253,,,,,,,,,,,,,,,2001-12-31,F,,,,,70.2C,NAF1993,N,
